index,Car Name,KMs Driven,Fuel Type,Transmission,Ownership,Manufacture,Engine,Seats,car price,CarPrices in Lakhs
2854,Renault Duster 110PS Diesel RxZ,72310,Diesel,Manual,2,2014,1248,5,3.9,3.9
2855,Maruti Alto 800 VXI,5000,Petrol,Manual,1,2022,2179,5,4.2,4.2
2856,Hyundai Verna 1.6 SX,70000,Diesel,Manual,3,2013,1298,5,4,4
2857,Maruti Swift Dzire VDI,90000,Diesel,Manual,1,2015,998,7,3.9,3.9
2858,Maruti Wagon R VXI Optional,90000,Petrol,Manual,1,2016,1298,5,3.5,3.5
2859,Tata Zest Quadrajet 1.3 75PS XE,60000,Diesel,Manual,1,2019,1995,5,6.1,6.1
2860,Tata Safari Storme VX 4WD Varicor 400,18000,Diesel,Manual,1,2018,2523,5,12,12
2861,Maruti Swift VXI BSIII,105000,Petrol,Manual,3,2010,1197,5,1.25,1.25
2862,Maruti Wagon R LXI CNG Optional,60000,Cng,Manual,3,2015,998,5,2.9,2.9
2863,Maruti Swift 1.3 ZXI,100000,Petrol,Manual,1,2010,998,5,2,2
2864,BMW 3 Series 320d,120000,Diesel,Automatic,1,2009,796,5,4,4
2865,Mahindra Bolero SLE,100000,Diesel,Manual,1,2010,1396,5,3,3
2866,Maruti Swift Dzire VXI,60000,Petrol,Manual,2,2012,1061,5,3,3
2867,Maruti Wagon R LXI,70600,Petrol,Manual,1,2013,1499,5,2.3,2.3
2868,Maruti Wagon R VXI,25000,Petrol,Manual,1,2020,1086,5,4.78,4.78
2869,Maruti Alto 800 LXI,30000,Petrol,Manual,1,2016,1248,5,2.5,2.5
2870,Hyundai i20 Sportz Option 1.4 CRDi,90000,Diesel,Manual,1,2015,1582,5,4.2,4.2
2871,Maruti Zen Estilo 1.1 VXI BSIII,37200,Petrol,Manual,1,2007,1582,5,1.02,1.02
2872,Ford Ecosport 1.5 Ti VCT MT Ambiente,90000,Petrol,Manual,1,2015,1197,5,5.95,5.95
2873,Hyundai Santro Xing GL Plus,60000,Petrol,Manual,2,2011,1497,5,1.3,1.3
2874,Maruti SX4 VDI,146000,Diesel,Manual,4,2012,1498,5,2,2
2875,Hyundai Verna 1.6 CRDi EX MT,80000,Diesel,Manual,2,2013,796,5,3.95,3.95
2876,Hyundai Verna 1.6 SX,80000,Diesel,Manual,2,2014,1197,5,6,6
2877,Maruti Swift Dzire LXI,25000,Petrol,Manual,1,2018,1451,5,6,6
2878,Honda City S,60000,Petrol,Manual,2,2009,1498,5,2.5,2.5
2879,Honda City i DTEC V,110000,Diesel,Manual,2,2014,1248,5,4.6,4.6
2880,Maruti Alto 800 VXI,20000,Petrol,Manual,1,2017,796,5,3,3
2881,Maruti Baleno 1.2 Delta,30000,Petrol,Manual,1,2018,2143,5,5.38,5.38
2882,MG Hector Sharp DCT,50000,Petrol,Automatic,1,2019,1248,5,16,16
2883,Nissan Sunny XL,60000,Petrol,Manual,1,2012,1396,5,2.75,2.75
2884,Maruti Ritz VDi,64000,Diesel,Manual,2,2011,1396,7,3,3
2885,Maruti Alto 800 LXI,20000,Petrol,Manual,1,2021,1498,5,3.8,3.8
2886,Mercedes-Benz C-Class 250 CDI Classic,70000,Diesel,Automatic,2,2011,1396,7,7.1,7.1
2887,Maruti Swift Dzire VDI,34000,Diesel,Manual,1,2015,2179,7,5.1,5.1
2888,Hyundai Verna 1.4 VTVT,60000,Petrol,Manual,3,2012,1199,5,3.5,3.5
2889,Hyundai Verna 1.4 VTVT,60000,Petrol,Manual,3,2012,999,5,3.5,3.5
2890,Ford Aspire 1.5 TDCi Trend,90000,Diesel,Manual,1,2017,1248,5,4,4
2891,Hyundai i20 Sportz Option 1.4 CRDi,70000,Diesel,Manual,2,2017,1298,5,5.5,5.5
2892,Mahindra XUV500 W6 2WD,90000,Diesel,Manual,3,2013,998,5,4,4
2893,Tata Tiago 1.2 Revotron XZ,95105,Petrol,Manual,1,2019,1198,5,3.95,3.95
2894,Renault Triber RXZ EASY-R AMT,20000,Petrol,Automatic,1,2020,1451,7,6.5,6.5
2895,Maruti Ertiga SHVS VDI,100000,Diesel,Manual,2,2016,796,5,5.5,5.5
2896,Maruti Swift Dzire VXi,90000,Petrol,Manual,4,2009,1956,5,1.99,1.99
2897,Maruti Alto K10 2010-2014 VXI,60000,Petrol,Manual,1,2012,2477,7,1.65,1.65
2898,Honda Brio V MT,25000,Petrol,Manual,1,2012,1956,5,2.6,2.6
2899,MG Hector Sharp DCT,35000,Petrol,Automatic,3,2019,814,5,14.5,14.5
2900,Maruti Alto LXi,100000,Petrol,Manual,1,2007,1248,5,90000,0.9
2901,Jeep Compass 2.0 Longitude BSIV,80000,Diesel,Manual,1,2018,998,5,13,13
2902,Mitsubishi Pajero Sport 4X4,120000,Diesel,Manual,2,2013,998,4,6.5,6.5
2903,Tata Harrier XZ BSIV,90000,Diesel,Manual,1,2019,1497,4,14,14
2904,Hyundai EON LPG Era Plus,162000,Lpg,Manual,1,2016,1248,5,2.6,2.6
2905,Maruti Ertiga ZDI,120000,Diesel,Manual,4,2014,3996,4,4.5,4.5
2906,Maruti Wagon R CNG LXI,60000,Cng,Manual,2,2021,3996,5,5.1,5.1
2907,Maruti Wagon R LXI CNG,80000,Cng,Manual,1,2019,1998,5,4.9,4.9
2908,Honda City S,120000,Petrol,Manual,2,2010,1997,5,2.5,2.5
2909,Tata Zest Quadrajet 1.3 XMA,70000,Diesel,Automatic,4,2016,1968,5,2.9,2.9
2910,Audi RS7 4.0 TFSI,7100,Petrol,Automatic,1,2021,1968,5,1.75,1.75
2911,Audi RS7 4.0 TFSI,11500,Petrol,Automatic,1,2020,1984,5,1.75,1.75
2912,Audi A4 Technology,16000,Petrol,Automatic,1,2021,1998,5,41.8,41.8
2913,Mahindra Thar LX 4-Str Hard Top,5500,Petrol,Manual,1,2022,1999,5,16.8,16.8
2914,Audi Q5 30 TDI quattro Premium Plus,56500,Diesel,Automatic,1,2016,1395,5,23.9,23.9
2915,Audi A4 35 TDI Technology Edition,45500,Diesel,Automatic,1,2014,1968,5,14.8,14.8
2916,Audi A6 45 TFSI Technology,16000,Petrol,Automatic,0,2021,1968,5,57.8,57.8
2917,Audi A4 Technology,12000,Petrol,Automatic,1,2021,1781,5,45.9,45.9
2918,Jaguar XF 2.0 Diesel Prestige,59000,Diesel,Automatic,1,2018,1798,5,29.8,29.8
2919,Audi A4 30 TFSI Technology,41000,Petrol,Automatic,1,2018,1248,7,33.8,33.8
2920,Audi Q3 35 TDI Quattro Premium,44600,Diesel,Automatic,1,2017,1368,5,23.9,23.9
2921,Audi Q3 35 TDI Quattro Premium Plus,38500,Diesel,Automatic,2,2013,796,5,12.8,12.8
2922,Audi A4 1.8 TFSI,57500,Petrol,Automatic,3,2013,1493,5,14.8,14.8
2923,Audi A6 35 TFSI Matrix,12000,Petrol,Automatic,1,2016,1968,5,33.8,33.8
2924,Maruti Swift VDI BSIV,84703,Diesel,Manual,3,2014,1248,4,3.29,3.29
2925,Jeep Compass 1.4 Longitude Plus AT,78000,Petrol,Automatic,1,2018,1248,5,16.9,16.9
2926,Maruti Alto 800 LXI,26562,Petrol,Manual,1,2017,1199,5,2.67,2.67
2927,Mahindra Quanto C2,93021,Diesel,Manual,3,2013,1998,5,1.97,1.97
2928,Audi A4 35 TDI Technology,43900,Diesel,Automatic,1,2019,1798,5,32.8,32.8
2929,Maruti Swift VDI BSIV,107813,Diesel,Manual,1,2015,1395,5,3.92,3.92
2930,Maruti Swift Dzire VDI,64299,Diesel,Manual,1,2017,2354,5,5.37,5.37
2931,Tata Tiago 1.2 Revotron XT,25424,Petrol,Manual,1,2019,1248,5,4.02,4.02
2932,BMW 6 Series GT 630i Luxury Line 2018-2021,20800,Petrol,Automatic,1,2019,1086,5,55.8,55.8
2933,Audi A4 35 TFSi Premium,32000,Petrol,Automatic,1,2016,1968,5,20.8,20.8
2934,Audi A4 30 TFSI Technology,27000,Petrol,Automatic,2,2018,1498,5,32.8,32.8
2935,Honda Accord 2.4 MT,80046,Petrol,Manual,3,2010,1498,5,2.94,2.94
2936,Maruti Swift Dzire VDI,104724,Diesel,Manual,2,2014,1582,5,3.72,3.72
2937,Hyundai Santro Xing GL,91693,Petrol,Manual,3,2008,998,5,79484,0.79484
2938,Audi A6 35 TDI,85000,Diesel,Automatic,1,2015,1086,5,19.8,19.8
2939,Ford Freestyle Titanium Diesel BSIV,84280,Diesel,Manual,1,2018,1197,5,5.43,5.43
2940,Honda Amaze S i-Dtech,72947,Diesel,Manual,2,2013,1248,5,2.57,2.57
2941,Hyundai Creta 1.6 SX Automatic Diesel,38507,Diesel,Automatic,1,2019,1198,5,14.27,14.27
2942,Maruti Wagon R LXI CNG,60033,Cng,Manual,1,2017,998,7,3.51,3.51
2943,Hyundai i10 Magna 1.1L,35355,Petrol,Manual,2,2014,1196,5,2.57,2.57
2944,Hyundai Grand i10 Magna,24027,Petrol,Manual,2,2017,1591,7,3.73,3.73
2945,Maruti Baleno 1.3 Alpha,57256,Diesel,Manual,1,2017,2179,5,5.58,5.58
2946,Honda Amaze EX i-Vtech,62029,Petrol,Manual,1,2013,1197,5,2.82,2.82
2947,Maruti Wagon R LXI CNG,97811,Cng,Manual,1,2014,1498,5,2.7,2.7
2948,Ford Figo Petrol ZXI,54910,Petrol,Manual,1,2011,1197,5,1.64,1.64
2949,Hyundai Verna 1.6 VTVT S,69271,Petrol,Manual,1,2016,1798,5,5.37,5.37
2950,Mahindra XUV500 W8 FWD,122619,Diesel,Manual,2,2015,1199,5,6.43,6.43
2951,Maruti Swift VXI,23976,Petrol,Manual,1,2020,1968,5,5.92,5.92
2952,Honda Mobilio V i-DTEC,159147,Diesel,Manual,1,2014,1498,5,3.61,3.61
2953,Maruti Swift Dzire VXI,75384,Petrol,Manual,2,2014,1197,7,3.3,3.3
2954,Audi A6 35 TFSI Matrix,61500,Petrol,Automatic,1,2017,2967,5,29.9,29.9
2955,Tata Tigor 1.2 Revotron XE,39477,Petrol,Manual,1,2018,1197,8,3.51,3.51
2956,Audi A6 35 TDI,41000,Diesel,Automatic,2,2016,2523,5,25.8,25.8
2957,Honda City i DTEC SV,53234,Diesel,Manual,2,2015,1582,5,5.18,5.18
2958,Maruti Swift Dzire AMT ZXI Plus,67261,Petrol,Automatic,2,2018,2494,5,6.04,6.04
2959,Audi A6 3.0 TDI Quattro Premium Plus,71000,Diesel,Automatic,3,2014,998,5,13.8,13.8
2960,Maruti Baleno Delta,8201,Petrol,Manual,1,2020,1591,5,6.53,6.53
2961,Mahindra Bolero SLE BSIII,98105,Diesel,Manual,1,2015,1197,5,4.73,4.73
2962,Hyundai Verna 1.6 SX CRDI (O) AT,93147,Diesel,Automatic,1,2014,1248,7,4.63,4.63
2963,Toyota Innova 2.5 GX (Diesel) 8 Seater,139257,Diesel,Manual,1,2012,1582,7,5.57,5.57
2964,Maruti Alto K10 2010-2014 VXI,140511,Petrol,Manual,1,2011,1086,7,1.34,1.34
2965,Hyundai Verna 1.6 EX VTVT,68266,Petrol,Manual,1,2014,2982,5,4.49,4.49
2966,Hyundai i20 1.2 Magna,80283,Petrol,Manual,2,2011,1493,7,2.09,2.09
2967,Maruti Swift VDI BSIV,55133,Diesel,Manual,1,2016,1196,7,4.59,4.59
2968,Hyundai Elantra CRDi SX,58437,Diesel,Manual,2,2014,998,5,5.83,5.83
2969,Hyundai Santro Xing GL,117816,Petrol,Manual,1,2013,2494,7,1.69,1.69
2970,Toyota Fortuner 4x2 Manual,212661,Diesel,Manual,2,2013,1373,5,11.8,11.8
2971,Mahindra Bolero Power Plus SLE,67918,Diesel,Manual,1,2016,1399,5,5.22,5.22
2972,Maruti Eeco 7 Seater STD 2020-2022,18636,Petrol,Manual,1,2022,2755,5,4.68,4.68
2973,Maruti Alto K10 LXI,111556,Petrol,Manual,2,2015,1197,5,2.01,2.01
2974,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,141834,Diesel,Manual,1,2015,1197,5,7.93,7.93
2975,Maruti Ertiga VXI,24920,Petrol,Manual,2,2014,1197,5,4.11,4.11
2976,Ford Figo Diesel EXI,115042,Diesel,Manual,2,2011,1462,5,1.25,1.25
2977,Toyota Innova Crysta 2.8 ZX AT BSIV,57189,Diesel,Automatic,2,2018,1197,5,17.61,17.61
2978,Hyundai i20 Asta 1.2,10188,Petrol,Manual,1,2016,2143,5,5.65,5.65
2979,Hyundai i10 Sportz 1.2,55892,Petrol,Manual,4,2008,998,5,1.3,1.3
2980,Hyundai i20 Sportz Plus BSIV,38285,Petrol,Manual,1,2019,1086,5,6.64,6.64
2981,Toyota Urban cruiser Premium,26523,Petrol,Manual,1,2021,998,5,9.28,9.28
2982,Hyundai i20 Sportz Plus BSIV,35986,Petrol,Manual,1,2019,1461,5,6.64,6.64
2983,Mercedes-Benz CLA 200 D Sport Edition,51609,Diesel,Automatic,1,2016,1248,4,19.29,19.29
2984,Maruti Wagon R VXI Opt,42561,Petrol,Manual,1,2019,1248,5,4.13,4.13
2985,Hyundai Santro Xing GLS,30778,Petrol,Manual,1,2008,1086,5,1.05,1.05
2986,Maruti Wagon R LXI CNG,30819,Cng,Manual,2,2017,796,5,3.35,3.35
2987,Nissan Micra Diesel XV,77464,Diesel,Manual,3,2012,1498,5,1.39,1.39
2988,Maruti Vitara Brezza VDi,55142,Diesel,Manual,1,2016,1493,5,5.42,5.42
2989,Maruti Swift Dzire ZDI,64705,Diesel,Manual,2,2015,1399,5,4.79,4.79
2990,Hyundai i10 Era 1.1,83013,Petrol,Manual,4,2009,1248,5,1.3,1.3
2991,Maruti 800 AC BSIII,91817,Petrol,Manual,4,2009,1968,5,54430,0.5443
2992,Honda Amaze VX i DTEC,76012,Diesel,Manual,1,2018,814,7,5.61,5.61
2993,Hyundai Creta SX Opt Diesel AT,20507,Diesel,Automatic,1,2020,1199,7,17.73,17.73
2994,Ford Fiesta 1.4 ZXi TDCi ABS,118039,Diesel,Manual,1,2009,1497,5,1.74,1.74
2995,Tata Zest Quadrajet 1.3 XMS,169306,Diesel,Manual,1,2014,1196,5,2.8,2.8
2996,Audi A6 2.0 TDI Premium Plus,71000,Diesel,Automatic,1,2014,1493,5,16.9,16.9
2997,Hyundai EON D Lite Plus,51841,Petrol,Manual,2,2016,998,5,2.16,2.16
2998,Tata Tigor 1.2 Revotron XZ Option,10098,Petrol,Manual,1,2017,1399,5,4.14,4.14
2999,Honda City i VTEC V,58328,Petrol,Manual,3,2015,1461,5,4.97,4.97
3000,Maruti Eeco 7 Seater Standard BSIV,94128,Petrol,Manual,1,2018,998,5,3.09,3.09
3001,Mahindra TUV 300 T6,38979,Diesel,Manual,1,2017,796,5,5.16,5.16
3002,Maruti Wagon R LXI CNG,54087,Cng,Manual,1,2016,1197,5,3.24,3.24
3003,Ford Figo Diesel ZXI,71969,Diesel,Manual,1,2010,1591,5,1.26,1.26
3004,Renault Duster 85PS Diesel RxE,59609,Diesel,Manual,1,2018,1197,7,6.02,6.02
3005,Maruti Wagon R LXI CNG,94509,Cng,Manual,1,2015,1197,5,2.87,2.87
3006,Maruti Alto 800 LXI,52254,Petrol,Manual,1,2018,1198,5,2.64,2.64
3007,Maruti Swift Dzire Tour 1.2 S STD,25000,Petrol,Manual,1,2018,2694,5,6,6
3008,Hyundai Verna VTVT 1.6 SX Option,36006,Petrol,Manual,1,2018,2967,7,9.07,9.07
3009,Hyundai i20 Asta,94264,Petrol,Manual,2,2010,1086,5,1.91,1.91
3010,Maruti Baleno Sigma,14976,Petrol,Manual,1,2022,1197,5,6.08,6.08
3011,Datsun GO T BSIV,163605,Petrol,Manual,1,2017,2967,5,2.21,2.21
3012,Toyota Fortuner 2.7 2WD AT,44000,Petrol,Automatic,2,2019,1198,7,31,31
3013,Audi Q5 3.0 TDI Quattro,68000,Diesel,Automatic,3,2011,1950,5,9.95,9.95
3014,Hyundai i10 Magna 1.1L,38000,Petrol,Manual,1,2011,1248,5,2.25,2.25
3015,Maruti Swift Dzire VXI 1.2 BS IV,65000,Petrol,Manual,1,2019,2179,5,6.5,6.5
3016,Audi Q7 45 TDI Quattro Premium Plus,43000,Diesel,Automatic,2,2014,1950,5,18.75,18.75
3017,Honda Amaze E i-Vtech,80000,Petrol,Manual,3,2015,1950,5,3.6,3.6
3018,Mercedes-Benz C-Class Progressive C 220d,24000,Diesel,Automatic,2,2020,1991,5,39,39
3019,Maruti Baleno 1.3 Delta,90000,Diesel,Manual,1,2018,1997,5,6,6
3020,Mahindra Scorpio S8 7 Seater,25000,Diesel,Manual,1,2016,4367,7,10,10
3021,Mercedes-Benz GLC 220d 4MATIC,24000,Diesel,Automatic,1,2020,1998,5,56.5,56.5
3022,Mercedes-Benz GLE 300d,13000,Diesel,Automatic,1,2021,1968,7,89,89
3023,Mercedes-Benz GLC 200,15000,Petrol,Automatic,1,2021,1997,7,61,61
3024,Jaguar F-Pace 2.0 R-Dynamic S Diesel,9900,Diesel,Automatic,1,2021,1582,5,74,74
3025,Land Rover Range Rover 4.4 Diesel LWB Autobiography,68500,Diesel,Automatic,1,2019,2998,7,1.9,1.9
3026,BMW X4 xDrive30i M Sport Silver Shadow Edition,7600,Petrol,Automatic,1,2022,2179,5,74.5,74.5
3027,Audi Q3 35 TDI Quattro Premium Plus,76000,Diesel,Automatic,2,2016,1462,5,14.75,14.75
3028,Mahindra XUV500 1.99 FWD W8,120000,Diesel,Manual,2,2013,2523,7,4.5,4.5
3029,Hyundai Verna 1.6 CRDi SX,120000,Diesel,Manual,2,2016,2487,5,5.2,5.2
3030,BMW X7 xDrive 40i,39000,Petrol,Automatic,1,2019,2497,5,1.15,1.15
3031,Mahindra Scorpio S10 7 Seater,88000,Diesel,Manual,1,2017,2982,7,11.25,11.25
3032,Maruti Grand Vitara Delta AT,2000,Petrol,Automatic,1,2022,998,7,14.5,14.5
3033,Mahindra Bolero ZLX,40000,Diesel,Manual,1,2019,2143,5,7.5,7.5
3034,Toyota Camry Hybrid 2.5,20000,Petrol,Automatic,1,2019,2179,5,40.9,40.9
3035,Mercedes-Benz E-Class E240 V6 AT,110000,Petrol,Automatic,2,2006,1248,5,5,5
3036,Toyota Fortuner 3.0 Diesel,80000,Diesel,Manual,3,2011,1598,5,8.5,8.5
3037,Maruti Zen Estilo LXI BSIII,110000,Petrol,Manual,3,2008,1950,8,1,1
3038,Mercedes-Benz GLE 250d,49000,Diesel,Automatic,1,2017,1498,5,44,44
3039,Tata Safari Storme VX,145000,Diesel,Manual,3,2013,998,5,3.2,3.2
3040,Maruti Ertiga ZDI,40000,Diesel,Manual,2,2012,2494,5,5,5
3041,Volkswagen Vento IPL II Petrol Trendline,100000,Petrol,Manual,3,2010,1995,5,1.25,1.25
3042,Mercedes-Benz E-Class Expression E 220 d BSIV,17000,Diesel,Automatic,1,2020,1396,5,58,58
3043,Volkswagen Polo Exquisite 1.5 TDI Highline,100000,Diesel,Manual,1,2015,1198,7,4.9,4.9
3044,Maruti Wagon R VXI BS IV,100000,Petrol,Manual,1,2011,1396,4,1.9,1.9
3045,Toyota Innova 2.5 G (Diesel) 8 Seater,120000,Diesel,Manual,2,2013,1950,8,6,6
3046,BMW X3 xDrive 20d Luxury Line,19000,Diesel,Automatic,1,2021,1997,5,60,60
3047,Hyundai i20 Sportz 1.4 CRDi,60000,Diesel,Manual,2,2017,796,7,6.5,6.5
3048,Nissan Micra Active XV Petrol,25000,Petrol,Manual,1,2018,2179,5,4,4
3049,Tata Indigo LX BSIV,100000,Diesel,Manual,1,2012,1997,5,1.85,1.85
3050,Mercedes-Benz GLC Coupe 300d 4MATIC,24900,Diesel,Automatic,1,2021,1498,7,71.5,71.5
3051,Mahindra Scorpio 1.99 S10 4WD,70000,Diesel,Manual,1,2015,1120,5,10,10
3052,Maruti 800 AC,70000,Petrol,Manual,1,2014,999,7,2,2
3053,Mahindra Scorpio 2.6 CRDe,100000,Diesel,Manual,2,2006,4461,8,3.5,3.5
3054,Jaguar XF 2.0 Petrol Prestige,7500,Petrol,Automatic,1,2020,1248,5,47,47
3055,Mahindra Bolero B4,110000,Diesel,Manual,1,2020,2982,5,5.8,5.8
3056,Hyundai Xcent 1.1 CRDi Base,70000,Diesel,Manual,2,2015,2494,5,3.1,3.1
3057,Renault Kiger RXZ,35000,Petrol,Manual,1,2021,1993,5,7.5,7.5
3058,Toyota Land Cruiser VX,56000,Diesel,Automatic,1,2018,1199,5,1.58,1.58
3059,Maruti Swift Dzire ZDI,74200,Diesel,Manual,2,2017,1047,5,5.35,5.35
3060,Toyota Fortuner 4x2 Manual,120000,Diesel,Manual,2,2016,998,5,15,15
3061,Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,169000,Diesel,Manual,3,2007,2925,7,3,3
3062,Mercedes-Benz C-Class C 220d,4000,Diesel,Automatic,1,2022,796,7,62,62
3063,Volkswagen Polo Diesel Trendline 1.2L,90000,Diesel,Manual,3,2010,1086,5,1.3,1.3
3064,Tata Tiago 1.05 Revotorq XT,120000,Diesel,Manual,1,2017,1461,5,3,3
3065,Maruti A-Star Lxi,70000,Petrol,Manual,2,2009,2925,5,1.15,1.15
3066,Mercedes-Benz S-Class S 350 d,13000,Diesel,Automatic,2,2014,814,5,47.75,47.75
3067,Maruti Alto LXI,70000,Petrol,Manual,3,2004,1582,5,70000,0.7
3068,Hyundai Santro Xing XG AT eRLX Euro III,60000,Petrol,Automatic,4,2004,1197,4,90000,0.9
3069,Renault Lodgy 110PS RxZ 7 Seater,110000,Diesel,Manual,3,2015,2993,5,4.5,4.5
3070,Mercedes-Benz GLS 400d 4MATIC,15000,Diesel,Automatic,2,2020,1197,7,1.17,1.17
3071,Hyundai EON D Lite,30000,Petrol,Manual,1,2013,796,5,1.75,1.75
3072,Hyundai Verna 1.6 CRDi SX,115000,Diesel,Manual,2,2015,796,7,7,7
3073,Maruti Baleno Delta,15000,Petrol,Manual,1,2019,2967,5,6.5,6.5
3074,BMW X5 xDrive 30d xLine,25000,Diesel,Automatic,1,2020,1396,7,83,83
3075,Maruti Ignis 1.2 AMT Zeta BSIV,80000,Petrol,Automatic,1,2018,2523,5,5,5
3076,Maruti 800 Std BSII,29000,Petrol,Manual,1,2002,1197,7,84000,0.84
3077,Maruti Alto 800 VXI,70000,Petrol,Manual,1,2019,2987,5,3,3
3078,Audi Q7 45 TDI Quattro Technology,65000,Diesel,Automatic,1,2017,999,7,46,46
3079,Hyundai i20 1.4 Asta CRDi with AVN,110000,Diesel,Manual,4,2009,2523,5,2,2
3080,Mahindra Bolero SLX,100000,Diesel,Manual,4,2012,1995,5,3.4,3.4
3081,Maruti Baleno 1.2 Alpha,60000,Petrol,Manual,1,2018,2494,5,5.5,5.5
3082,Mercedes-Benz GLS 350d Grand Edition,45000,Diesel,Automatic,2,2016,1248,5,59.5,59.5
3083,Volkswagen Taigun 1.0 TSI Topline,5000,Petrol,Manual,1,2022,1396,5,13,13
3084,Mahindra Bolero ZLX,60000,Diesel,Manual,2,2014,2143,5,4.7,4.7
3085,BMW 5 Series 520d Luxury Line,29000,Diesel,Automatic,1,2019,1396,5,48,48
3086,Toyota Innova 2.5 E 7 STR,200000,Diesel,Manual,2,2012,1405,5,4.25,4.25
3087,Maruti Swift VDI BSIV,110000,Diesel,Manual,1,2015,1498,5,3.5,3.5
3088,Tata Indigo LX BSIV,120000,Diesel,Manual,1,2015,1950,5,2.4,2.4
3089,Mercedes-Benz GLE 250d,45000,Diesel,Automatic,1,2019,2925,5,56,56
3090,Tata Indigo GLX,25000,Petrol,Manual,1,2009,1968,7,1.15,1.15
3091,Tata Indigo LX,80000,Diesel,Manual,2,2006,998,5,70000,0.7
3092,Ford Ecosport 1.5 Diesel Titanium BSIV,70000,Diesel,Manual,1,2018,2995,5,6.5,6.5
3093,Mercedes-Benz C-Class Progressive C 200,11000,Petrol,Automatic,1,2021,1493,5,47.9,47.9
3094,Mercedes-Benz GLE 400d,12000,Diesel,Automatic,1,2021,1598,5,1.04,1.04
3095,Audi A6 35 TDI,40000,Diesel,Automatic,2,2016,998,5,24.9,24.9
3096,Maruti Wagon R VXI,7500,Petrol,Manual,1,2021,1998,5,5.21,5.21
3097,Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,40000,Petrol,Automatic,1,2019,796,5,1.92,1.92
3098,Mahindra Bolero Power Plus SLX,50000,Diesel,Manual,1,2018,1248,7,6,6
3099,Volkswagen Vento Diesel Highline,80000,Diesel,Manual,2,2010,1998,5,2.5,2.5
3100,Maruti Celerio VXI,40000,Petrol,Manual,1,2017,1995,5,3.46,3.46
3101,Volvo XC60 B5 Inscripition,7000,Petrol,Automatic,1,2022,1493,5,68.5,68.5
3102,Maruti 800 DUO AC LPG,60000,Lpg,Manual,3,2010,1799,7,70000,0.7
3103,Maruti Swift VDI Optional,40000,Diesel,Manual,1,2018,1197,5,6,6
3104,Chevrolet Cruze LTZ,70000,Diesel,Manual,4,2013,2987,5,2,2
3105,BMW X1 sDrive 20d xLine,25000,Diesel,Automatic,1,2019,999,5,30,30
3106,Mahindra TUV 300 T6 Plus,120000,Diesel,Manual,1,2016,1298,5,4.9,4.9
3107,Honda Civic 1.8 S MT,100000,Petrol,Manual,3,2011,1198,5,2,2
3108,Hyundai i10 Magna,50000,Petrol,Manual,1,2009,2143,5,1.5,1.5
3109,Maserati Ghibli Diesel BSIV,12000,Diesel,Automatic,1,2016,796,5,66,66
3110,Renault Triber RXZ BSIV,25000,Petrol,Manual,1,2019,1248,5,5.5,5.5
3111,Maruti Esteem Lxi,20000,Petrol,Manual,1,2007,1396,5,1.2,1.2
3112,Honda Amaze E i-Vtech,80000,Petrol,Manual,4,2016,2967,5,2.6,2.6
3113,Mercedes-Benz C-Class C 220 CDI Avantgarde,37000,Diesel,Automatic,2,2015,1248,5,21.5,21.5
3114,Maruti Alto LXi,80000,Petrol,Manual,1,2012,1197,5,1.61,1.61
3115,Maruti Swift Ldi BSIII,120000,Diesel,Manual,2,2010,796,5,2,2
3116,Tata Indica eV2 eL,90000,Diesel,Manual,2,2011,1991,7,75000,0.75
3117,Porsche Cayenne Diesel Platinum Edition,50000,Diesel,Automatic,1,2016,1499,5,58,58
3118,Maruti Swift VDI,80000,Diesel,Manual,2,2013,1396,5,3,3
3119,Hyundai i20 1.2 Magna,120000,Petrol,Manual,2,2011,2179,5,2,2
3120,Maruti Omni MPI STD BSIV,10000,Petrol,Manual,1,2018,1997,5,2.5,2.5
3121,Mercedes-Benz E-Class Exclusive E 200,8900,Petrol,Automatic,1,2021,1298,5,67,67
3122,Ford Aspire Titanium Plus Diesel,15000,Diesel,Manual,1,2021,1197,7,8.5,8.5
3123,Hyundai i20 Active 1.4 SX,100000,Diesel,Manual,2,2015,796,5,4.5,4.5
3124,Mahindra XUV500 W6 2WD,70000,Diesel,Manual,2,2014,1950,5,7,7
3125,Land Rover Range Rover Sport 2.0 Petrol HSE,19500,Petrol,Automatic,1,2020,2609,7,1.14,1.14
3126,Maruti Swift Dzire VXi,85000,Petrol,Manual,1,2009,1248,5,3,3
3127,Maruti Swift VXI 2018,43000,Petrol,Manual,1,2019,1248,5,5.45,5.45
3128,Maruti Alto LX,70000,Petrol,Manual,1,2010,4461,8,1,1
3129,Mercedes-Benz C-Class Progressive C 200,28000,Petrol,Automatic,1,2019,796,5,42.5,42.5
3130,Mahindra Scorpio 2.6 CRDe SLE,90000,Diesel,Manual,2,2009,1199,5,3.1,3.1
3131,Maruti Swift VDI BSIV,128000,Diesel,Manual,4,2008,2179,5,1.7,1.7
3132,Maruti Vitara Brezza ZDi Plus,80000,Diesel,Manual,2,2017,1998,5,6.95,6.95
3133,Toyota Land Cruiser VX,27000,Diesel,Automatic,1,2019,1199,4,1.69,1.69
3134,Maruti Alto 800 LXI,50000,Petrol,Manual,2,2017,1198,5,2.5,2.5
